label, neighbor, wall area
1516,41,9.13372
1516,219,8.85505
1516,969,2.93879
1516,1376,6.97243
1516,1385,20.6633
1525,572,15.1591
1525,739,4.94128
1525,1533,15.0469
1525,1566,9.34577
1533,220,23.6584
1533,739,10.4039
1533,909,11.8841
1533,1367,13.6237
1533,1525,15.0469
1534,310,13.5077
1534,948,14.1033
1534,1230,19.0124
1534,1261,5.42666
1534,1345,4.21355
1534,1632,13.1825
1544,650,9.83527
1544,672,5.94922
1544,1081,7.52764
1544,1095,25.0749
1544,1607,7.62626
1546,17,14.1005
1546,202,1.49104
1546,276,28.2686
1546,764,6.37563
1546,1387,8.61276
1546,1512,8.08767
1547,466,5.48605
1547,941,10.186
1547,1268,9.82058
1547,1552,12.3802
1552,466,5.6627
1552,836,11.0362
1552,941,5.47665
1552,1001,17.8947
1552,1146,6.79455
1552,1547,12.3802
1556,72,15.1719
1556,175,5.77187
1556,800,10.9048
1556,1222,6.43413
1556,1354,14.6122
1558,30,4.13633
1558,154,5.84695
1558,237,9.45597
1558,404,7.26102
1558,567,26.9015
1558,1255,5.28358
1558,1576,5.19749
1563,41,4.85778
1563,371,6.65687
1563,1116,11.2027
1563,1146,4.30408
1563,1435,7.51433
1563,1580,10.8292
1566,51,12.7573
1566,326,10.5154
1566,572,15.0782
1566,1525,9.34577
1568,753,9.31274
1568,1263,9.15472
1568,1284,22.4071
1568,1314,4.92166
1568,1459,11.7701
1568,1652,6.13773
1576,567,8.08936
1576,627,9.39301
1576,919,6.62294
1576,1255,23.5858
1576,1558,5.19749
1577,115,6.4237
1577,373,0.587222
1577,395,10.7013
1577,795,11.074
1577,1115,13.0995
1577,1351,19.7585
1580,371,14.0528
1580,1435,9.96412
1580,1477,21.9214
1580,1563,10.8292
1581,87,14.9888
1581,362,21.9639
1581,678,30.5618
1581,1106,6.81552
1581,1210,2.65374
1605,235,7.87966
1605,344,3.8729
1605,1156,22.9714
1605,1204,2.87784
1605,1253,6.17948
1605,1290,7.27315
1605,1298,24.039
1606,276,14.6724
1606,425,24.9443
1606,426,23.8244
1606,576,2.36032
1606,1229,13.5411
1607,192,25.7504
1607,650,8.90432
1607,1095,1.95852
1607,1224,13.4183
1607,1301,4.33996
1607,1544,7.62626
1610,92,4.1462
1610,328,6.9156
1610,683,12.4776
1610,728,8.59544
1610,1376,0.493751
1629,368,12.6762
1629,417,9.18713
1629,827,19.2399
1629,1229,5.63142
1629,1486,8.37148
1632,13,20.1274
1632,948,4.54143
1632,1345,25.6091
1632,1400,7.92958
1632,1534,13.1825
1643,140,14.5231
1643,251,28.2691
1643,333,11.8237
1643,362,11.2072
1643,613,19.4874
1649,216,17.6802
1649,1267,12.2406
1649,1332,16.1638
1649,1505,16.067
1652,216,4.16844
1652,628,6.30497
1652,1106,11.3155
1652,1284,8.95753
1652,1332,5.21218
1652,1459,23.8231
1652,1568,6.13773
1659,614,24.9976
1659,617,5.76052
1659,815,11.2708
1659,983,2.36462
1660,222,8.0869
1660,855,5.16621
1660,1460,23.2172
