Cell, Cell, Area (µm²)
3567,4002,1.79054
3567,5308,5.00664
3567,3737,8.93867
3567,3619,25.8998
3566,3791,9.91271
3566,3898,70.8358
3860,4553,20.5937
3860,4200,66.4315
3860,3984,9.25065
3860,4318,10.9686
3860,4121,10.6918
3860,3918,19.5943
3860,4071,31.1933
3860,4210,3.78822
3564,4200,15.8111
3564,3790,6.15377
3564,4198,35.8429
3564,3777,3.35317
3564,4318,20.7374
3564,3896,5.05635
3564,3583,24.1298
3564,3582,34.6368
3564,3860,9.30662
3564,4057,8.94181
3564,4056,12.3329
3564,4210,7.56208
3564,4628,0.428908
2709,3733,5.04554
2709,2895,11.1055
2709,2849,8.74546
2709,3188,5.16942
2709,3153,60.2825
3200,3442,19.7322
3200,3767,15.1304
3200,3925,13.809
3200,3287,58.5239
3200,3465,17.6501
3200,3540,6.4219
3859,4057,1.84486
4371,4553,9.62624
4371,4614,36.6172
4371,4427,10.5726
4371,4633,27.2395
3198,3475,9.22927
3198,3751,8.45859
3198,3374,21.0359
3198,3636,14.5206
3198,3287,2.13709
3198,3551,23.1185
3198,3520,38.3645
3198,3518,15.4667
3198,3813,23.2046
3197,3475,10.8945
3197,3737,6.82749
3197,3373,13.3461
3197,3347,21.1742
3197,3325,4.72207
3197,3667,41.2769
3197,3636,14.4905
3197,3198,5.377
3197,3813,10.3853
3197,4029,1.36811
3195,3463,3.81516
3195,3455,11.3626
3195,3432,13.9277
3195,5272,10.0008
3195,5261,24.6952
3195,3605,59.171
3195,3492,3.24084
2699,3092,11.9003
2699,2996,29.933
2699,2905,6.56763
2699,3198,22.1066
2699,3168,8.9531
4064,4448,4.97836
4064,4446,55.1862
4064,4125,5.39629
4064,4248,34.2609
4064,4556,19.0537
4370,4534,8.4844
4370,4493,10.2915
4370,4683,12.0819
4370,4631,11.1744
2693,3034,31.2941
2693,3440,35.29
2693,2993,14.8533
2693,3696,12.8209
2693,5261,8.69953
2693,2895,3.71903
2693,2872,47.3466
2693,3224,15.6617
2693,2724,11.9702
2693,3165,5.20215
2090,2294,0.0790042
2090,2273,6.31943
2090,2162,49.3769
2090,2640,18.5841
2090,2584,25.8553
2089,2547,16.6791
2089,2495,20.438
2089,3007,0.398199
2089,2367,19.6315
2089,2318,14.4451
2089,2213,10.2137
2089,2201,37.2228
2089,2189,7.84541
2089,2655,32.0692
1348,1719,23.8501
1348,1594,53.7788
1348,1544,3.45993
1348,1392,6.26848
1348,1368,3.87028
3190,3794,0.968284
3190,5312,34.7505
3190,4002,0.648454
3190,3985,2.12312
3190,3371,10.0302
3190,3325,0.0603852
3190,4104,10.8927
3190,3898,11.638
3190,3617,13.3847
3190,3567,67.0889
3190,3566,20.3647
4062,4319,3.03411
4062,4427,50.7136
4062,4413,11.8183
3188,3449,11.9106
3188,3733,14.1686
3188,3956,35.0047
3188,3587,43.0512
3187,3402,1.36299
3187,3222,11.9119
4683,4763,0.144974
4683,4856,14.9261
4368,4534,9.41936
4368,4580,4.98109
4368,4686,53.9529
4368,4370,13.1476
4368,4633,3.75054
3851,4545,20.6486
3851,4158,29.4398
3851,4157,25.9322
3851,4505,12.544
3851,3877,25.6078
3851,4237,25.2098
3851,4047,8.9822
3183,3749,43.3331
3183,3982,22.5989
3183,3733,25.6573
3183,3956,35.9801
3183,3316,44.6497
3183,5232,23.7121
3183,3278,25.7617
3183,4258,0.0310923
3183,3587,5.14438
3183,3188,21.7805
3183,4058,16.5854
3183,3845,91.5373
4563,4794,20.0365
4563,5254,13.9561
4563,5245,2.48623
4563,4856,3.11994
2077,2439,17.5413
2077,2392,4.86725
2077,2348,10.6519
2077,2078,7.61106
4058,4170,2.03023
4058,4151,19.3337
4058,4306,0.358634
4058,4396,44.7941
4058,4258,46.1127
4058,4070,15.2174
2075,2522,20.126
2075,2416,33.952
2075,2403,17.1793
2075,2807,11.2914
2075,2206,5.18271
2075,2113,11.2576
2075,2609,0.112169
2075,2586,1.01458
2074,2551,41.8428
2074,2522,2.20337
2074,2403,63.6947
2074,2217,18.8802
2074,2206,2.49792
2074,2135,0.269214
2074,2113,21.7429
2074,2075,13.55
2074,2635,1.67043
4057,4198,15.4857
4057,4531,28.126
4057,4318,11.95
4057,4317,50.9713
4057,4807,3.28405
4057,5245,19.6037
4057,5234,0.488137
4057,4089,33.1256
4057,4210,12.1197
4057,4457,7.59226
2072,2482,20.3386
2072,2235,19.3052
2072,2224,40.7624
4056,4627,17.3351
4056,4200,18.0922
4056,4198,60.3221
4056,4316,66.2029
4056,4611,6.7796
4056,4284,22.3042
4056,4628,8.81568
2679,3092,22.6335
2679,3010,4.20888
2679,2996,12.5342
2679,3287,6.45348
2679,3200,12.9851
2679,2699,10.8321
3847,4319,0.0228292
3847,3971,16.6133
3847,3957,9.77069
3847,4154,15.3474
3847,3900,18.502
3847,4566,0.0979222
3847,4046,30.3245
3847,4212,7.79313
2078,2556,26.4212
2078,2523,3.65342
2078,2439,12.4118
2078,2438,8.87414
2078,2372,7.22879
2078,2348,17.3052
2078,2164,40.8444
2078,2752,7.73374
1326,1766,18.9389
1326,1733,18.8162
1326,1652,38.3873
1326,1634,27.0903
1326,1596,5.53947
1326,1530,13.0031
1326,1529,15.619
1326,1458,38.0436
1326,1368,17.5726
1326,1967,29.0605
1326,1952,42.2601
2674,3083,19.3197
2674,3044,14.9334
2674,2996,18.2036
2674,2841,29.1042
2674,2754,14.0362
2674,3198,9.88035
2674,2699,30.3085
2674,3518,0.508602
2066,2552,1.7469
2066,2428,16.3135
2066,2874,9.71991
2066,2869,0.201242
2066,2860,22.2685
2066,2202,24.955
2066,2175,9.87468
2066,2136,32.553
2066,2135,18.5992
2066,2125,33.8702
2066,2633,19.7616
2066,2606,38.4354
2065,2517,102.83
2065,2429,17.3688
2065,2255,6.33681
2065,2239,23.4207
2065,2748,20.3256
2672,3068,15.9165
2672,3043,6.7807
2672,2985,44.2356
2672,2751,5.87514
2672,3195,7.65214
3551,3751,9.98866
3551,4307,9.38477
3551,3699,3.83118
3551,4247,12.0651
3551,4049,4.29908
3551,4041,28.8807
3551,3813,7.0896
2062,2543,0.872249
2062,2317,30.3245
2062,2289,4.84983
2062,2288,45.8627
3547,3797,2.805
3547,5296,0.208278
3547,5289,53.9291
3547,4173,0.0394783
3547,3971,1.23315
3547,5272,34.3482
3547,3696,34.4816
3547,5261,7.49076
3547,3828,28.4047
3547,4023,18.4348
2669,3016,40.0391
2669,2978,2.86032
2669,2927,0.573624
2669,3222,0.0301764
2669,3187,4.92308
2669,3099,31.8861
1314,1867,4.28325
1314,1693,64.208
1314,1691,9.61348
1314,1529,8.88864
1314,1472,30.3459
1314,1459,83.0743
3170,3478,17.8959
3170,3442,78.6475
3170,4158,8.87054
3170,3667,16.5434
3170,3636,18.8377
3170,3258,5.53199
3170,3197,6.04189
3170,3851,20.2429
3845,4185,83.4161
3845,4326,2.47273
3845,3982,20.7897
3845,3956,14.2537
3845,4306,11.2582
3845,5234,14.4491
3845,5232,12.822
3845,4258,31.9231
3845,4058,2.84467
3168,3442,1.56305
3168,3636,23.0056
3168,3198,56.8747
3168,3197,20.5974
3168,3170,7.56148
4365,4794,40.1164
4365,4856,16.8218
4365,4484,7.57144
4365,4370,12.0726
4365,4563,8.99244
4365,4631,14.4044
4365,4457,1.23872
2054,2520,29.7064
2054,2383,19.8646
2054,2229,28.178
2054,2724,13.4671
2054,2111,37.8576
2054,2608,0.0757381
3165,3476,9.63061
3165,3440,27.8522
3165,3432,28.7595
3165,3415,2.4854
3165,3957,6.8877
3165,5261,7.78853
3165,3678,16.101
3165,3591,28.6833
3165,3228,10.6414
2660,3043,45.6652
2660,3432,0.450636
2660,2993,19.9375
2660,2825,19.7762
2660,3195,9.06827
2660,2672,7.30635
2660,3165,0.430763
2659,3068,19.4829
2659,3455,21.4879
2659,2962,10.861
2659,5272,18.1995
2659,2874,27.2469
2659,3592,0.332386
2659,3195,8.65944
4638,4812,57.492
4638,4738,7.28229
4638,4695,26.2359
4638,4773,2.1285
2050,2547,19.8475
2050,2514,11.8936
2050,2369,4.82828
2050,2367,10.5689
2050,2213,32.1307
2050,2134,5.35376
2050,2110,10.3739
2050,2089,22.2096
2050,2604,10.9173
4225,5285,36.01
4225,4605,1.58004
4225,4412,3.57564
4225,4691,43.5145
4225,4465,6.26798
3163,3472,13.4396
3163,3697,16.97
3163,3323,21.3923
3163,3322,0.0839592
3163,3321,8.65731
3161,4200,0.206169
3161,3790,23.0407
3161,3402,4.77223
3161,3735,12.3097
3161,3344,10.7312
3161,3317,10.7642
3161,3222,31.0118
3161,3582,6.00654
3161,3860,26.132
3161,3564,22.5488
3161,3504,50.9995
1300,1916,7.97926
1300,1840,13.7807
1300,1622,13.7241
1300,1609,20.638
1300,1600,3.56362
1300,1585,15.5351
1300,1584,10.8739
2655,3031,41.9921
2655,3007,6.92454
2655,2858,26.7072
2655,2830,9.52016
2655,3161,11.5654
1298,1870,16.5509
1298,1869,10.5665
1298,1637,44.8061
1298,1598,8.58319
1298,1580,24.0267
1298,2124,1.12738
4224,4605,6.9978
4224,4518,30.2652
4224,4505,6.55067
4224,4635,43.9269
4224,4353,3.68049
4051,4331,11.7594
4051,4386,29.6744
4051,4488,22.7368
3540,4007,24.9555
3540,3767,13.3232
3540,3682,7.38856
3540,3925,10.4329
3540,4265,14.028
4049,4158,11.0126
4049,4307,15.3412
4049,4738,16.5021
4049,4111,17.4749
4049,4773,23.0166
4049,4247,18.7765
4049,4570,10.968
4049,4638,0.318611
4049,4466,30.3626
4049,4355,16.1071
4048,4189,5.41893
4048,4813,0.38055
4048,4095,29.2288
4048,4225,16.1518
4048,4797,0.066474
4048,4465,31.1834
3537,3791,24.6995
3537,3749,0.200575
3537,3953,0.214405
3537,3898,12.9229
3537,3617,11.6102
3537,3861,62.6624
3537,3566,12.7089
3537,3824,45.2835
1291,1881,30.5439
1291,1744,18.354
1291,1724,40.008
1291,1599,8.5388
1291,1581,28.2267
1291,1442,5.30408
1291,1373,1.34047
1291,2033,0.447405
1290,1881,48.5907
1290,1744,20.2244
1290,1533,21.5771
1290,1442,27.606
1290,1373,3.59817
1290,1291,78.1547
1290,1955,0.432521
1289,1753,9.61605
1289,1564,14.0449
1289,1525,66.3936
1289,1502,87.6976
1289,2065,48.8161
3153,3735,31.1314
3153,3733,11.7012
3153,3601,57.3929
3153,3588,6.82647
3153,3587,17.0807
3153,3224,17.7645
3153,3188,4.18688
3153,3536,9.16938
2039,2522,8.91795
2039,2438,7.84368
2039,2416,8.63098
2039,2372,32.2972
2039,2230,31.3289
2039,2113,3.13835
2039,2075,36.4475
2039,2586,36.2238
2037,3044,27.9065
2037,2296,6.74427
2037,2294,30.3909
2037,2292,19.0462
2037,2273,49.2962
2037,2841,33.2222
2037,2243,12.7984
2037,2193,1.34578
2037,2090,3.98572
2037,2674,5.5411
2037,2640,8.31683
2037,2584,9.54484
2036,2552,6.36339
2036,2393,16.7673
2036,2372,35.457
2036,2125,9.51598
2036,2113,35.6311
2036,2039,17.0371
2035,2446,12.4433
2035,2383,19.1673
2035,2161,41.5442
2035,2111,19.3432
2035,2660,3.37521
2033,2292,44.7654
2033,2273,20.7338
2033,2217,33.0624
2033,2192,40.5608
2033,2637,8.3785
2033,2584,2.93241
2032,2517,41.814
2032,3033,23.665
2032,2217,6.82277
2032,2192,78.3391
2032,2065,19.8448
2032,2033,1.39268
2032,2635,2.76708
3536,3956,2.31022
3536,4140,48.8355
3536,3897,3.40476
3536,3601,17.0316
3536,3588,26.7116
3536,3587,32.3513
3536,4370,0.0528156
3536,4211,11.9234
1277,1942,0.332034
1277,1870,18.4278
1277,1622,13.1113
1277,1609,27.8154
1277,1608,3.08937
1277,1598,22.1705
1277,1580,36.0883
1277,1298,44.1751
4047,4173,0.932042
4047,4172,8.47363
4047,4158,4.28432
4047,4157,8.60148
4047,4505,47.1151
4047,4224,19.7096
4047,4354,12.8769
4047,4353,27.4093
2640,3067,14.8622
2640,3044,30.1962
2640,2904,1.37498
2640,2902,24.1783
2640,2841,5.44256
2640,3116,1.68989
2640,3115,27.3466
1272,1618,14.159
1272,1595,13.1183
1272,1577,35.8457
1272,1544,6.58939
1272,1509,0.0511169
1272,1426,8.9438
1272,1392,6.03132
1275,1502,1.97248
1275,1289,10.7193
4046,4319,4.15441
4046,4154,19.3015
4046,4412,0.834582
4046,4374,23.8652
4046,4566,46.451
4046,4212,0.347697
3532,3760,59.0809
3532,5245,0.22488
3532,5234,29.2512
3532,5232,1.72476
3532,3583,35.5935
3532,3859,6.53944
3532,4057,0.0841652
2638,2962,20.6897
2638,2936,11.3829
2638,2874,31.2132
2638,2659,29.8044
2637,3066,34.461
2637,3033,5.69673
2637,3019,4.2269
2637,2982,37.8245
2637,2851,15.3366
1266,1486,0.352571
2023,2516,6.2297
2023,2515,47.3925
2023,2494,18.346
2023,2437,23.795
2023,2381,22.8004
2023,2253,24.8944
2023,2228,21.4143
2022,2544,75.0074
2022,2470,8.9581
2022,2465,1.2886
2022,2831,32.7267
2022,2239,64.043
2022,2602,5.82388
2635,3033,48.6376
2635,2982,16.2629
2635,3373,0.387064
2635,2898,62.6465
2635,3325,8.83776
2635,2851,26.9156
2635,2762,64.0045
2635,3567,2.85543
2635,3190,5.14746
2635,2637,1.52108
2031,2545,22.9591
2031,2318,37.4277
2031,2304,13.3798
2031,2824,4.17776
2031,2235,13.3109
2031,2212,8.97413
3147,3478,18.7666
3147,3433,0.817952
3147,3393,5.22877
3147,3355,27.018
3147,3625,2.38587
3147,3258,24.6378
3147,3170,18.7089
2016,2400,5.65033
2016,2235,12.6853
2016,2212,3.02791
1258,1756,26.3665
1258,1644,8.67661
1258,1588,11.1534
2014,2543,49.2216
2014,2400,28.8904
2014,2926,0.218724
2014,2318,13.6519
2014,2317,23.1815
2014,2289,25.5679
2014,2830,26.7032
2014,2824,18.0997
2014,2235,36.021
2014,2212,22.7995
2014,2062,20.2869
2014,2031,15.9011
2014,2016,47.2068
1254,1869,4.45049
1254,1638,22.5028
1254,1637,8.52849
1254,1607,10.308
1254,1598,30.8761
1254,1473,16.137
1254,1298,25.8797
1254,1277,11.8978
1253,1927,1.62224
1253,1910,2.25146
1253,1891,27.2891
1253,1867,24.903
1253,2470,36.626
1253,1780,9.68529
1253,1564,92.9423
1253,2255,40.8428
1253,2239,16.3319
1253,1525,38.5442
1253,1460,11.2467
1253,1459,138.328
1253,2175,32.2156
1253,2022,10.6524
1252,1753,2.59449
1252,1564,39.5308
1252,1525,37.5601
1252,1459,34.7921
1252,1314,6.68116
1252,1289,17.4395
1252,1253,62.1813
1255,1824,21.0541
1255,1655,13.352
1255,1608,13.919
1255,1580,21.6423
1255,1443,15.7578
1255,1277,2.29387
2633,2993,1.38142
2633,3391,0.042106
2633,5272,40.0202
2633,3696,29.777
2633,5261,19.1191
2633,2874,20.0445
2633,2872,7.37296
2633,2860,21.5018
2633,2659,10.4203
2633,3144,23.2002
1244,1841,0.471775
1244,1588,15.9754
1244,1430,3.48259
1244,1258,38.5735
1243,1672,17.8906
1243,1637,16.4977
1243,1580,21.77
1243,1530,11.096
1243,1443,19.0503
1243,1298,25.5137
1243,1954,26.5312
1242,1927,29.2687
1242,1847,15.2399
1242,1780,13.2954
1242,1693,16.8635
1242,1529,27.916
1242,1459,43.023
1242,1314,25.3628
2631,3063,18.9024
2631,3733,61.8552
2631,2849,48.2883
2631,2848,7.96955
2631,5232,0.218804
2631,2709,6.86084
2631,3188,16.065
2631,3183,40.8609
2630,3063,13.2216
2630,2923,24.0825
2630,3316,24.032
2630,2831,1.78778
2630,3278,32.1371
2630,3183,88.4427
2630,2631,0.371208
2629,3016,14.9211
2629,2927,17.5633
2629,2669,4.42121
3146,3476,8.14802
3146,3432,22.2566
3146,3901,14.3588
3146,3165,0.365693
3146,3492,17.6023
1237,1895,15.3458
1237,1841,2.58568
1237,1624,16.0704
1237,1588,5.95623
1237,1447,8.12246
1237,1430,21.5683
1237,1244,53.7439
1235,1623,64.6974
1235,1431,3.76306
1234,1724,14.7751
1234,1623,36.6474
1234,1599,31.8431
1234,1581,18.5029
1234,1291,5.1073
1234,1235,44.9931
3144,3449,3.45199
3144,3391,9.62134
3144,5272,31.6407
3144,3696,22.5082
3144,3346,21.0896
3144,3547,20.6604
3144,3828,0.411475
3144,3489,18.4395
1232,1879,17.7565
1232,1616,4.71437
1232,1594,29.905
1232,1544,1.42541
1232,1486,8.63478
1232,1348,31.2394
1232,1266,62.5344
3145,3476,3.89947
3145,3415,15.5798
3145,3326,12.1202
3145,3591,9.47014
3145,3228,18.3365
3145,3165,0.29473
3569,3652,5.51802
3569,3864,2.89235
4830,4872,5.56016
3832,3921,20.9799
3832,4248,9.86054
3832,4064,5.9839
4636,4875,31.0892
4636,4770,0.681449
4635,4849,0.244154
4635,4655,6.86439
4466,4545,6.01609
4466,4853,38.953
4466,4505,7.62095
4466,4738,24.224
4466,4773,3.41949
4466,4573,16.709
4466,4570,20.8065
3828,4203,5.82443
3828,5289,8.25301
3828,4173,10.6253
3828,4170,17.0911
3828,3970,39.0742
3828,4070,4.75971
3828,4461,43.3678
3828,4023,10.3971
1224,1827,31.0577
1224,1756,10.7158
1224,1644,9.99503
1224,1588,8.48007
1224,1409,14.9586
1224,1258,23.3864
4041,4446,46.2884
4041,4307,12.7698
4041,4812,5.66212
4041,4247,20.6324
4041,4064,14.0617
4041,4638,12.8537
1222,1725,23.167
1222,1607,29.6865
1222,1600,10.0038
1222,1598,9.33861
1222,1582,32.263
1222,1460,20.2669
1222,1254,12.997
1221,1679,24.1559
1221,1678,15.1717
1221,1639,22.6106
1221,1578,38.2782
1221,1509,17.1372
1221,2110,2.72221
1220,1891,8.90064
1220,1780,73.6081
1220,1638,7.88556
1220,1607,3.82207
1220,1582,19.2781
1220,1460,35.2754
1220,1459,21.6866
1220,2066,0.547708
1220,1253,42.7595
1220,1242,22.3351
1220,1222,9.45225
1998,2520,10.3846
1998,2496,25.1761
1998,2382,12.1791
1998,2367,1.8477
1998,2229,20.3166
1998,2226,9.06338
1998,2191,47.03
1998,2189,7.35701
1998,2134,7.63483
1998,2054,12.7836
1998,2608,21.8891
1998,2583,13.0052
4465,4770,4.56679
4465,4797,33.4376
3824,4329,1.70352
3824,4170,14.5442
3824,3953,13.601
3824,4501,14.2812
3824,4396,20.5765
3824,4492,32.5502
3824,3861,54.4433
3824,4058,15.0496
3520,4307,13.3544
3520,4111,13.8131
3520,3636,10.1046
3520,3626,25.8913
3520,3551,23.7545
3520,4049,25.8114
3520,3813,2.8131
2609,3019,16.866
2609,2984,36.7367
2609,3374,0.342332
2609,2905,6.21366
2609,2851,3.1853
2609,2841,10.6059
2609,2807,11.4443
2609,3198,12.3337
2609,2699,13.4665
2609,2674,5.60049
2609,3168,21.9283
2608,3065,6.63699
2608,3034,10.5976
2608,2983,45.3258
2608,3415,9.58429
2608,2899,2.31214
2608,3345,2.53543
2608,3228,0.183178
2608,2724,16.6215
2608,3145,7.87827
4039,5285,7.5226
4039,4412,17.4761
4039,4691,5.50859
4039,4263,2.93815
4039,4262,12.0768
4039,4770,21.2382
4039,4374,34.4609
4039,4566,11.2917
4039,4225,17.272
4039,4046,22.2271
4039,4830,16.3596
4039,4465,8.36872
1211,1681,10.318
1211,1624,4.03629
1211,1600,5.40367
1211,1584,22.1764
1211,1447,30.1096
3518,4446,9.0677
3518,3741,18.1416
3518,4307,10.6071
3518,3699,7.13191
3518,3669,7.64088
3518,3626,7.17096
3518,4064,9.8066
3518,3551,30.2203
3518,4041,20.7053
3518,3520,17.5821
2606,2959,30.9713
2606,2869,22.899
2606,2860,52.3824
2606,2762,11.5355
2606,2733,30.3106
2604,3006,17.0983
2604,3344,6.24997
2604,3322,4.53395
2604,3321,4.23452
2604,3603,9.08326
2604,3222,17.1671
2604,3187,27.2985
2604,2669,9.17484
2604,3099,1.17272
3517,3797,5.41919
3517,4173,1.21235
3517,4157,37.1377
3517,3679,21.9688
3517,3667,2.56082
3517,3877,0.624433
3517,3851,27.4496
3517,4224,0.863227
3517,4047,18.9532
2602,3032,25.1532
2602,2869,17.1794
2602,2831,28.4247
2602,3278,61.2115
2602,2630,52.1945
2601,3016,0.0296865
2601,2978,32.318
2601,2927,45.2913
2601,2828,14.3553
2601,2669,12.1186
2601,2629,5.8626
1984,2545,17.1289
1984,2495,9.22766
1984,2325,24.11
1984,2318,6.11883
1984,2304,13.9983
1984,2858,0.0634198
1984,2226,16.8991
1984,2189,0.949199
1984,2089,0.609801
1984,2655,3.86908
1984,2031,16.8925
4634,4849,14.8641
4634,4652,10.4613
4634,4767,0.681995
4634,4635,15.25
4355,4853,16.9681
4355,4700,29.6202
4355,4776,8.93682
4355,4773,25.3627
4355,4641,16.6109
4355,4466,0.143252
3821,4316,53.2112
3821,4304,19.8156
3821,3917,14.4164
3821,4483,25.5559
3821,4056,11.978
3821,4036,10.9714
1196,1622,3.41339
1196,1609,40.3493
1196,1600,21.0367
1196,1598,27.2094
1196,1300,37.9209
1196,1277,29.6506
1196,1254,5.25393
1196,1222,1.96548
4354,4543,57.7308
4354,4505,4.57908
4354,4570,4.92677
4036,4532,21.5527
4036,4316,2.8416
4036,4611,6.96581
4036,4483,18.6133
4353,4543,10.3566
4353,4849,40.0802
4353,4505,9.83589
4353,4635,6.27155
4353,4634,8.70365
4353,4354,5.26406
4633,4875,7.23993
4633,4686,9.44255
1976,2296,9.64122
1997,2356,6.82447
1997,2229,44.0056
1997,2124,20.6795
1997,2111,15.8485
1997,2054,2.78784
4461,5296,16.7119
4461,5289,3.10168
4461,4605,13.5831
4461,4809,37.2989
4461,4655,14.2485
4461,4585,13.0794
4461,4493,12.9346
4461,4768,1.28103
4461,4567,22.4142
4556,4695,26.532
3505,3749,15.611
3505,4170,28.844
3505,3956,24.7294
3505,4070,43.6593
3505,4058,12.6474
3505,3828,7.78276
3505,3824,14.5194
1188,1769,9.97975
1188,1585,1.48767
1188,1447,24.5749
1188,1237,5.29508
3504,3735,55.7174
3504,3918,5.46889
3504,3897,19.0912
3504,3896,25.5929
3504,3601,7.10208
3504,3583,12.0509
3504,4071,14.7432
3504,3860,34.377
3504,3564,19.0829
3504,4210,8.38519
3116,3475,14.595
3116,3751,2.37694
3116,3374,0.132549
3116,3699,22.8426
3116,3352,28.6956
3116,3652,17.3709
3116,3864,8.60375
3116,3569,6.59511
3115,3392,22.0597
3115,3699,3.28669
3115,3681,6.14311
3115,3332,2.98
3115,3669,9.37658
3115,3116,2.67139
4212,4534,6.19834
4212,4319,11.0976
4212,4580,15.8912
4212,4566,3.60003
4212,4368,54.9519
4212,4633,3.49986
4030,4909,5.64304
4030,4545,10.9267
4030,4331,0.310925
4030,4189,41.0381
4030,4813,54.491
4030,4157,15.8585
4030,4518,27.6622
4030,4095,29.4499
4030,4488,2.07934
4030,4048,12.3684
1967,2304,11.9135
1967,2031,19.2522
1967,1984,38.875
1966,2318,12.909
1966,2289,27.2784
1966,2238,28.0341
1966,2213,2.31334
1966,2201,19.9817
1966,2089,11.8195
3813,4014,4.07572
3813,4261,2.27279
3813,4247,20.956
3813,4049,18.4141
3813,4029,20.6431
2586,2937,12.7162
2586,2905,14.1162
2586,2808,34.4051
2586,2807,15.0353
2586,2767,22.2881
2586,3170,14.5456
2586,3147,0.899421
3812,4189,8.87529
3812,4095,12.2288
3812,4225,9.74418
3812,4048,62.9544
3812,4030,10.909
2584,3067,26.6734
2584,3066,24.7491
2584,3019,4.50522
2584,2841,9.05999
2584,2640,36.031
2584,2637,16.1058
2584,3116,5.16751
1175,1409,17.9493
1175,1224,37.5877
2583,3065,11.4411
2583,3472,6.69579
2583,3007,14.6264
2583,3006,13.9096
2583,3004,3.10297
2583,2983,27.2724
2583,3345,16.9804
2583,3323,9.545
2583,2763,18.0385
2583,2608,19.5885
2583,3490,13.8108
4029,4158,24.3567
4029,4505,7.00958
4029,4261,19.0663
4029,4247,7.9796
4029,4570,31.9976
4029,4049,3.12538
4029,4047,15.1167
4029,4354,32.5941
1171,1838,0.77371
1171,1618,0.33335
1171,1595,61.4348
1171,1544,2.86695
1171,1509,14.2964
1171,1486,8.06832
1171,1272,21.9714
1958,2556,10.2322
1958,2523,6.63448
1958,2393,14.6578
1958,2372,2.78823
1958,2348,6.52587
1958,2078,41.361
1958,2036,3.17283
1958,2638,12.0402
4211,4534,0.145145
4211,4306,10.9657
4211,4493,19.9606
4211,4370,45.1883
1169,1907,23.1739
1169,1719,6.74337
1169,1652,9.70551
1169,1458,9.63096
1169,1368,9.42814
4210,4318,47.0724
4210,4727,1.95025
4210,4457,7.13957
1955,2551,4.59867
1955,2517,13.4531
1955,2429,42.5317
1955,2217,30.4453
1955,2135,4.67037
1955,2074,21.3643
1955,2065,10.5476
1955,2032,1.07611
1955,2635,94.3082
1954,2422,22.3891
1954,2382,20.2066
1954,2325,8.11353
1954,2229,5.96028
1954,2228,21.2346
1954,2226,19.5189
1954,2124,33.2338
1954,1998,4.50209
1954,1997,16.1746
4026,4544,5.41193
4026,5312,3.19623
4026,5308,22.8104
4026,4125,0.908216
4026,4736,0.164177
4026,4277,16.4513
4026,4261,0.148548
4026,4244,20.4877
4026,4073,45.1862
1952,2437,16.9493
1952,2381,16.728
1952,2304,61.6116
1952,2235,13.1296
1952,2228,12.5884
1952,2023,16.2787
1952,2031,1.16368
1952,1967,23.9838
4631,4856,41.9004
4631,4683,21.5244
1160,1641,6.50458
1160,1622,24.7207
1160,1300,16.3358
1160,1277,13.3866
1160,1196,27.9923
971,1132,11.8472
971,1258,6.01037
971,1224,16.174
971,1175,19.0587
4457,4794,5.401
4457,4531,6.09296
4457,4807,27.4875
4457,4727,8.70902
3099,3790,0.0689901
3099,3402,49.1824
3099,3317,4.49613
3099,3250,3.63351
3099,3222,22.1436
3099,3187,3.29228
3099,3161,12.5924
3098,3485,33.7039
3098,3459,15.2709
3098,3760,6.43739
3098,3250,13.3458
3492,3738,41.6285
3492,3653,1.23475
3492,3901,13.6755
3492,3605,20.9846
3492,4048,0.32876
3492,3812,10.262
4023,5296,14.9481
4023,5289,1.26213
4023,4154,3.05809
4023,4585,0.0402172
4023,4493,43.2264
4023,4070,13.2338
4023,4461,14.9861
4023,4211,6.55571
3490,4013,46.6338
3490,3697,14.1826
3490,3918,0.829604
3490,3900,15.8313
3490,4062,0.0574098
3489,4070,0.332614
3489,3547,15.9439
3489,3828,52.6136
3489,3505,18.8791
3489,4023,5.61496
4628,4680,13.0272
