Cell 1,Cell 2,edge_state
180,200,0
180,216,1
181,182,0
181,184,0
181,201,0
181,202,0
182,187,1
182,201,0
182,220,0
182,224,0
183,193,0
183,196,0
183,199,0
184,202,0
185,207,0
185,214,0
185,217,0
185,228,0
185,233,0
186,188,0
186,192,0
187,192,0
187,212,0
187,220,0
187,225,0
188,192,0
188,209,0
188,213,0
190,205,0
190,216,0
190,221,0
192,212,0
192,213,0
193,196,0
193,210,0
193,215,1
194,199,0
194,217,0
194,237,0
196,199,0
196,210,0
196,229,0
199,229,0
199,237,0
200,204,0
200,216,0
200,231,1
200,234,0
201,218,1
201,224,0
202,218,0
202,219,0
204,211,0
204,227,0
204,231,0
205,214,0
205,221,0
205,241,0
205,242,0
207,217,0
209,213,0
209,232,0
210,215,0
210,226,1
210,229,1
210,236,1
210,247,0
211,219,0
211,227,1
212,213,0
212,225,0
212,232,0
213,232,0
214,233,0
214,242,0
214,246,0
215,222,0
215,226,0
215,239,0
215,248,0
216,221,0
216,234,0
217,228,0
217,233,0
217,237,0
217,256,0
217,257,0
218,219,0
218,224,0
218,238,1
218,250,0
219,227,0
219,243,0
220,224,1
220,225,0
220,238,0
220,259,0
220,263,0
221,234,0
221,241,0
221,253,0
222,248,1
222,283,0
224,238,0
225,232,0
225,258,0
225,259,0
225,273,0
226,236,0
227,231,0
227,243,1
227,251,0
227,252,0
228,233,0
229,237,0
229,247,0
229,265,0
231,234,0
231,245,0
231,251,0
232,258,0
233,246,0
233,256,0
234,245,0
234,253,0
234,267,0
236,239,0
236,255,0
236,266,0
237,257,1
237,265,0
237,279,0
238,250,0
238,263,0
239,248,0
239,266,0
241,242,0
241,253,0
241,254,0
241,261,0
242,246,0
242,254,0
243,250,0
243,252,1
243,260,0
245,251,1
245,267,0
245,269,0
245,272,0
246,254,0
246,256,0
246,274,0
247,255,0
247,265,1
248,266,0
248,283,0
250,260,0
250,263,0
250,278,0
250,280,0
251,252,0
251,260,0
251,269,1
252,260,0
253,261,0
253,267,0
253,276,0
253,281,0
254,261,1
254,274,0
254,282,0
255,266,0
255,271,0
256,257,0
256,274,0
256,277,0
256,286,0
257,277,0
257,279,1
258,273,1
259,263,1
259,273,0
259,293,0
260,269,0
260,278,0
260,285,0
260,292,0
261,281,1
261,282,1
263,293,0
265,271,0
265,279,0
265,298,0
265,318,0
266,271,1
266,283,0
266,296,0
266,297,0
267,272,1
267,276,0
269,272,1
269,285,0
269,291,0
271,297,1
271,298,0
272,276,0
272,291,1
272,311,0
272,312,0
273,293,0
274,282,0
274,302,0
274,306,0
274,322,0
274,323,0
276,281,0
276,300,0
276,312,0
277,279,0
277,286,0
277,299,0
278,280,0
278,292,0
279,299,0
279,318,0
280,292,1
280,310,0
281,282,1
281,300,0
281,306,0
282,306,0
283,296,0
283,304,0
283,309,0
285,291,1
285,292,0
285,308,0
285,311,0
286,299,1
286,302,0
286,317,0
291,311,0
292,308,0
292,310,0
292,320,0
293,305,0
293,316,0
296,297,0
296,309,0
296,313,0
297,298,0
297,309,0
297,313,0
297,319,0
297,324,0
298,319,0
299,317,0
299,318,0
299,327,0
299,331,0
300,306,0
300,312,1
300,321,0
300,326,0
300,330,1
300,332,0
302,317,0
302,322,0
302,327,0
302,342,0
302,346,0
304,309,0
305,310,0
305,316,1
305,333,0
306,323,0
306,326,0
308,311,0
308,320,1
308,334,1
308,345,0
309,313,1
309,324,0
309,339,0
309,347,0
310,320,1
310,333,1
311,312,0
311,321,1
311,334,0
311,337,1
312,321,0
316,333,0
317,327,0
318,319,0
318,331,0
318,335,0
318,340,0
318,349,0
318,352,0
319,324,0
319,335,0
321,332,0
321,337,1
322,323,0
322,346,1
322,350,0
323,326,0
323,348,0
323,350,0
323,358,1
324,335,0
324,339,0
324,349,0
324,360,0
326,330,0
326,348,0
327,331,0
327,340,0
327,342,0
330,332,0
330,348,0
331,340,0
332,337,0
332,348,0
332,355,0
333,345,1
334,337,0
334,345,0
334,354,0
335,349,0
337,354,0
337,355,1
339,347,0
339,360,0
339,379,0
340,342,0
340,352,1
342,346,0
342,367,0
345,365,0
346,350,0
346,364,0
346,367,0
348,355,0
348,358,1
348,368,0
349,352,0
349,360,0
349,371,0
349,372,0
350,358,1
350,364,0
350,373,0
350,375,0
352,367,0
352,371,0
352,383,0
354,355,0
354,363,0
354,365,0
355,363,0
355,368,0
355,381,0
358,375,0
358,384,0
360,371,0
360,372,0
360,379,0
360,395,0
363,365,0
363,381,0
364,367,0
364,373,0
367,373,0
367,383,0
368,381,1
368,384,1
371,372,0
371,392,0
371,395,0
373,375,0
373,383,1
373,391,0
373,401,0
375,384,0
375,391,1
383,392,1
383,401,0
384,391,0
391,401,0
392,395,0
